Pointer,Japanese
0x12c170,う-ん...«0xe2»よくわからないけど«0xe2»みどリが いっぱいあリそうな«0xe2»ところだぜ«*0»
0x12c172,おそらく『イオンとう』と«0xe2»いうところでしょう«0xe2»どうやらそのしまでは«0xe2»デンワガイシャどうしが«0xe2»あらそいをしているみたいです«0xe2»くわしいことが わからないので«0xe2»イオンとうにすんでいる«0xe2»デンジュウに しょうさいを«0xe2»きいてみてください«*0»
0x12c174,たすけてよ-«*0»
0x12c176,このさわぎは いったい«0xe2»どうしたんだ?«*0»
0x12c178,いま このしまでは«0xe2»デンワガイシャどうしが«0xe2»デンパのとリあいを してるんだ!その カイシャどうしのケンカに«0xe2»デンジュウも さんかしちゃって«0xe2»もうたいヘんなことに«0xe2»なっちゃってるんだ«0xe2»むかしは もっとしずかな«0xe2»ところだったのに...«0xe2»«*0»
0x12c17a,かいけつする ほうほうは«0xe2»ないのかな?«*0»
0x12c17c,このしまに ケイタイデンワの«0xe2»デンパが はいらなければ«0xe2»みんな このしまから でていくとおもうんだ«0xe2»でもそんなこと できっこないし«0xe2»«*0»
0x12c17e,あきらめたら それで«0xe2»おわリじゃないか!«0xe2»なにか ほうほうを «0xe2»いっしょに かんがえようぜ!«*0»
0x12c180,«&0xc92c»くん«0xe2»しまの ようすは どうですか?«*0»
0x12c182,おっ!マツキヨ«0xe2»いいところに デンワを«0xe2»してきたな«0xe2»しまに デンパをはいリにくく«0xe2»するほうほうって ないか?«0xe2»«*0»
0x12c184,デンパをさえぎる デンジュウが«0xe2»いるという はなしを«0xe2»きいたことがあリますが?«0xe2»«*0»
0x12c186,そんな デンジュウいるんだ!«0xe2»で そいつは どこにいるんだ?«*0»
0x12c188,さすがにそこまでは«0xe2»ワタシもしリません«*0»
0x12c18a,そっか サンキュ-!«0xe2»じゃあまたな«*0»
0x12c18c,あっ! ちょっと!«0xe2»«&0xc92c»くん!!«*0»
0x12c18e,デンパをさえぎるデンジュウがいることがわかったし«0xe2»そいつをさがすか!«0xe2»«*0»
0x12c190,おねがいだよ ボクたちを«0xe2»たすけて!«*0»
0x12c192,あ-っ!ミヨ!«0xe2»またオマエにあうなんて!«*0»
0x12c194,あ-っ!«&0xc92c»!«*0»
0x12c196,なんで オマエが ここに«0xe2»いるんだよ!«*0»
0x12c198,ワタシがどこにいようと«0xe2»かってでしょ!«0xe2»それよリなにかようじ?«0xe2»«*0»
0x12c19a,ようじっていわれても...«0xe2»あっ!そういえば«0xe2»オマエのトモダチで«0xe2»デンパをさえぎることが«0xe2»できる デンジュウって«0xe2»いないか?«*0»
0x12c19c,デンパをさえぎる...«0xe2»トモダチで 『ノイジ-』«0xe2»っていう デンジュウが«0xe2»いるけど?«*0»
0x12c19e,ほんとうか!?«0xe2»このしまでおきてる«0xe2»あらそいを どうにかして«0xe2»おわらせたいんだ!«0xe2»その デンジュウに«0xe2»れんらくとって くれないか?«*0»
0x12c1a0,いいわよ«0xe2»... ... ...«0xe2»もしもし ノイジ-«0xe2»ワタシ ミヨだけど«0xe2»いまどこにいるの?«0xe2»«*0»
0x12c1a2,え?イ-リスにいるんだ«0xe2»わかった あリがとう«0xe2»いまから ワタシのトモダチが«0xe2»あいに いくから«0xe2»それじゃ またデンワするから«0xe2»バイバ-イ«*0»
0x12c1a4,ってことで いまイ-リスに«0xe2»いるんだって«0xe2»がんばって トモダチに«0xe2»なってよね«0xe2»あのこ けっこう つよいわよ«0xe2»じゃあ ワタシは«0xe2»ほかで トモダチを さがすから«0xe2»バイバ-イ«*0»
0x12c1a6,オレのナマエは ノイジ-«0xe2»オレに ちかづくと«0xe2»やけどを するぜ!«0xe2»«*0»
0x12c1a8,やっとみつけた«0xe2»オマエがノイジ-?«*0»
0x12c1aa,しょたいめんの デンジュウに«0xe2»『オマエ』はないだろ?«0xe2»ミヨがいってたヤツってのは«0xe2»オマエのことか?«*0»
0x12c1ac,おう ちょっと おねがいが«0xe2»あるんだけど?«*0»
0x12c1ae,さらにそのたいどかよ«0xe2»ハッ! ミヨも こまった«0xe2»ヤツを しょうかいしてくれた«0xe2»もんだな«0xe2»で? おねがいってなんだよ«0xe2»«*0»
0x12c1b0,いっしょに イオンとうまで«0xe2»きてほしいんだ«0xe2»オマエのチカラで «0xe2»イオンとうで おきてる«0xe2»ケンカを おわらせてくれよ«0xe2»«*0»
0x12c1b2,このせかいの ル-ルは«0xe2»わかってるよなぁ..?«*0»
0x12c1b4,いくぞ! テレファングだ!«*0»
0x12c1b6,けっこうやるじゃね-か«0xe2»よしっ!オマエのたのみ«0xe2»きいてやろうじゃね-か«0xe2»«*0»
0x12c1b8,ノイジ-のデンワバンゴウを«0xe2»てにいれた«*0»
0x12c1ba,デンパを さえぎることの«0xe2»できるデンジュウは?«*0»
0x12c1bc,ごめん...デンワバンゴウ«0xe2»なくしちゃったんだ«*0»
0x12c1be,オレが デンワバンゴウを«0xe2»メモリ-してるぜ«0xe2»おしえてやるよ«0xe2»«*0»
0x12c1c0,ノイジ-のデンワバンゴウを«0xe2»てにいれた«*0»
0x12c1c2,おねがいだよ はやく«0xe2»デンパを さえぎることが«0xe2»できる デンジュウを«0xe2»つれてきてよ!«*0»
0x12c1c4,おねがいだよ はやく«0xe2»デンパを さえぎることが«0xe2»できる デンジュウを«0xe2»つれてきてよ!«*0»
0x12c1c6,«&0xc92c»くん«0xe2»まちわびたよ-«0xe2»そこにいる デンジュウが«0xe2»ボクたちの きゅうせいしゅ«0xe2»なんだね«0xe2»ボク ピポパって いうんだ«0xe2»よろしくね«0xe2»«*0»
0x12c1c8,オレの ナマエは『ノイジ-』«0xe2»っていうんだ よろしくな«*0»
0x12c1ca,やっぱリ しょたいめんの«0xe2»たいどは こうでないとな«*0»
0x12c1cc,うるさいな!«0xe2»はやいとこ やっちゃってくれよ«*0»
0x12c1ce,はっはっはっはっ!«0xe2»わかったわかった«0xe2»んじゃいくぜ!«0xe2»あぶないから みんな«0xe2»むこうのほうヘ いってくれよ«*0»
0x12c1d0,おっしゃ これで«0xe2»このしまには デンパが«0xe2»はいらなくなったぜ!«0xe2»«*0»
0x12c1d2,あれ? オレのケイタイは«0xe2»デンパはいってるぞ?«*0»
0x12c1d4,え..?«0xe2»だ..だいじょうぶだって!«0xe2»オマエのケイタイが とくベつな«0xe2»だけだよ«*0»
0x12c1d6,あとは このしまにいる«0xe2»デンワガイシャの«0xe2»デンジュウたちを おいだす«0xe2»だけだね«*0»
0x12c1d8,まかせとけって«0xe2»ピポパは いえで«0xe2»まっててくれよ«0xe2»デンワガイシャのれんちゅうを«0xe2»このしまから おいだしたら«0xe2»おしえに いくからさ!«*0»
0x12c1da,うん わかった«0xe2»それじゃあ がんばってね«*0»
0x12c1dc,デンワガイシャのれんちゅう«0xe2»み-んな このしまから«0xe2»おいだしたぜ!«0xe2»«*0»
0x12c1de,うわ- あリがとう«0xe2»«&0xc92c»くん«0xe2»キミぐらいつよければ このしまのヌシに あえるかもね!«*0»
0x12c1e0,このしまにいるヌシ??«0xe2»どんな デンジュウなんだ?«*0»
0x12c1e2,ボクも あったことないんだけど«0xe2»しゅぎょうにきた デンジュウが«0xe2»まえに はなしてたんだ«0xe2»このしまの もリのなかで«0xe2»しゅぎょうを つづけてる«0xe2»デンジュウたちに きけば«0xe2»なにかわかるかもしれないね«0xe2»«*0»
0x12c1e4,おっしゃ-!«0xe2»とリあえず もリにいって«0xe2»ヌシの いばしょを きいてくるぜどんな デンジュウなんだろう?«0xe2»たのしみ-!«0xe2»«*0»
0x12c1e6,ヌシに あえるといいね«0xe2»«&0xc92c»くん«0xe2»おうえんしてるよ«0xe2»«*0»
0x12c1e8,あとすこしで もとの«0xe2»イオンとうに もどるんだ«0xe2»«&0xc92c»くん«0xe2»がんばってね!«*0»
0x12c1ea,とあ-っ!«*0»
0x12c1ec,あちゃ-!«*0»
0x12c1ee,とリゃ!«*0»
0x12c1f0,も..もしかして...«*0»
0x12c1f2,あちょ-!«*0»
0x12c1f4,あいてて...«0xe2»ところでキミはだれ?«*0»
0x12c1f6,それはこっちのセリフだ!«0xe2»いきなリ なにするんだよ!«*0»
0x12c1f8,ん...?«0xe2»ああ ごめんごめん«0xe2»しゅぎょうちゅうは «0xe2»しゅうちゅうしてるから«0xe2»なにをしていたのか«0xe2»おぼえていないんだ«0xe2»またやっちゃったみたいだ«0xe2»«*0»
0x12c1fa,またって...いつも«0xe2»こんなカンジなのかよ«0xe2»ところで このもリのヌシを«0xe2»さがしているんだけど «0xe2»どこにいるか しらない?«0xe2»«*0»
