Pointer,Japanese
0x140194,ん- むずかしくて«0xe2»よくわかんないな.....«0xe2»でも おしえてくれて«0xe2»サンキュ-な!«*0»
0x140196,んじゃがんばって トモダチ«0xe2»ふやせよな!«*0»
0x140198,うん «&0xc92c»もね!«0xe2»じゃ バイバ-イ«*0»
0x14019a,ゲンキにやってるか?«0xe2»『シンカ』について わからない«0xe2»ことが できたのか?«0xe2» はい  いいえ«*a»
0x14019c,オッス «&0xc92c»!«0xe2»オマエもついにデンジュウカイにくるようになったか-!«0xe2»«*0»
0x14019e,よう タケオ!«0xe2»ヘっヘ- オレも«0xe2»デンジュウカイのトモダチが«0xe2»できたぜ!«*0»
0x1401a0,そっか- オマエも なかなか«0xe2»やるもんだな«0xe2»オマエはトモダチを«0xe2»『シンカ』させたリ してるか?«*0»
0x1401a2,『シンカ』??«0xe2»なんだそれ??«*0»
0x1401a4,それじゃあ«0xe2»『シンカ』について おしえて«0xe2»やるよ«0xe2» はい  いいえ«*a»
0x1401a6,『しぜんシンカ』について«0xe2»ききたいか?«0xe2» はい  いいえ«*a»
0x1401a8,『しぜんシンカ』は«0xe2»テレファングをくリかえして«0xe2»けいけんを つむと シンカ«0xe2»できるんだ«0xe2»このシンカは«0xe2»『しぜんデンジュウ』しか«0xe2»おこなうことができないんだ«0xe2»«*0»
0x1401aa,『かいぞうシンカ』について«0xe2»ききたいか?«0xe2» はい  いいえ«*a»
0x1401ac,『かいぞうシンカ』は«0xe2»デンジュウとアイテムを«0xe2»ゴウセイすることで«0xe2»シンカさせることが できるんだ«0xe2»これは『しぜんデンジュウ』«0xe2»『ぶんめいデンジュウ』で«0xe2»おこなうことができるんだ«0xe2»«*0»
0x1401ae,『じっけんシンカ』について«0xe2»ききたいか?«0xe2» はい  いいえ«*a»
0x1401b0,『じっけんシンカ』は «0xe2»『しぜんデンジュウ』から«0xe2»とリだした DNAを«0xe2»『ぶんめいデンジュウ』に«0xe2»かけあわせることによって«0xe2»おこなうことが できる«0xe2»シンカなんだ«0xe2»これは『ぶんめいデンジュウ』がおこなえる シンカなんだ«0xe2»«*0»
0x1401b2,シンカのこと わかったかな?«0xe2»わからなかったら また«0xe2»こえを かけてくれよ«0xe2»«*0»
0x1401b4,それじゃあ がんばって«0xe2»トモダチを ふやしてくれよな«*0»
0x1401b6,いまのボクには キミだけが«0xe2»たよリなんだ«0xe2»きのてっペんで クスリを«0xe2»つかって きを もとどおリに«0xe2»してくれ! たのんだよ!«0xe2»«*0»
0x1401b8,アンテナのきが もとどおリに«0xe2»なったみたいだね«0xe2»あリがとう!!«0xe2»«*0»
0x1401ba,な-に どうってことないよ«0xe2»これで おっさんも ここから«0xe2»でられるな!«0xe2»よかったじゃん!«*0»
0x1401bc,うん そのことなんだけどね«0xe2»ボクはトリパむらにのこって«0xe2»ここのデンジュウたちと«0xe2»アンテナのきをまもっていくよ«0xe2»それぐらいしかできないからね«0xe2»«*0»
0x1401be,そっか アンテナのきを«0xe2»まもるか....«0xe2»きっと ここのデンジュウたちも«0xe2»おっさんのこと みなおすよ«0xe2»がんばってくれよな«0xe2»«*0»
0x1401c0,«&0xc92c»くん«0xe2»ほんとうにあリがとう«0xe2»アンテナのきは つかえるように«0xe2»なってるらしいよ«0xe2»そのさきには フラウラっていう«0xe2»むらが あるんだ«0xe2»なにか おかしなことが«0xe2»おきてるらしいから きをつけて«0xe2»それじゃあ がんばって«0xe2»たびをつづけてくれよ«*0»
0x1401c2,おう それじゃ-な!«0xe2»おっさんもゲンキで!«*0»
0x1401c4,ここでは テレファングを«0xe2»すすめる ほうほうを«0xe2»おしえてるんだ«0xe2»そして ボクはテレファングの«0xe2»センセイの『たかピ-』だ«0xe2»よろしくね«*0»
0x1401c6,『いわやま』にすむ«0xe2»デンジュウが あいてのときに«0xe2»ついて ききたい?«0xe2» はい  いいえ«*a»
0x1401c8,『いわやま』にすむ«0xe2»デンジュウがあいてのときの«0xe2»テレファングは«0xe2»『そうげん』にすむ«0xe2»デンジュウをつかうと«0xe2»テレファングを ゆうリに«0xe2»すすめることが できるんだ«0xe2»ぎゃくに 『そら』に«0xe2»すむ デンジュウを«0xe2»つかうと ふリになるんだ«*0»
0x1401ca,つぎに 『そうげん』にすむ«0xe2»デンジュウが あいてのときに«0xe2»ついて ききたい?«0xe2» はい  いいえ«*a»
0x1401cc,『そうげん』にすむ«0xe2»デンジュウがあいてのときの«0xe2»テレファングは«0xe2»『さばく』にすむ«0xe2»デンジュウをつかうと«0xe2»テレファングを ゆうリに«0xe2»すすめることが できるんだ«0xe2»ぎゃくに 『いわやま』に«0xe2»すむ デンジュウを«0xe2»つかうと ふリになるんだ«*0»
0x1401ce,つぎに 『しんリん』にすむ«0xe2»デンジュウが あいてのときに«0xe2»ついて ききたい?«0xe2» はい  いいえ«*a»
0x1401d0,『しんリん』にすむ«0xe2»デンジュウがあいてのときの«0xe2»テレファングは«0xe2»『そら』にすむ«0xe2»デンジュウをつかうと«0xe2»テレファングを ゆうリに«0xe2»すすめることが できるんだ«0xe2»ぎゃくに 『みずベ』に«0xe2»すむ デンジュウを«0xe2»つかうと ふリになるんだ«*0»
0x1401d2,つぎに 『みずベ』にすむ«0xe2»デンジュウが あいてのときに«0xe2»ついて ききたい?«0xe2» はい  いいえ«*a»
0x1401d4,『みずベ』にすむ«0xe2»デンジュウがあいてのときの«0xe2»テレファングは«0xe2»『しんリん』にすむ«0xe2»デンジュウをつかうと«0xe2»テレファングを ゆうリに«0xe2»すすめることが できるんだ«0xe2»ぎゃくに 『さばく』に«0xe2»すむ デンジュウを«0xe2»つかうと ふリになるんだ«*0»
0x1401d6,つぎに 『そら』にすむ«0xe2»デンジュウが あいてのときに«0xe2»ついて ききたい?«0xe2» はい  いいえ«*a»
0x1401d8,『そら』にすむ«0xe2»デンジュウがあいてのときの«0xe2»テレファングは«0xe2»『いわやま』にすむ«0xe2»デンジュウをつかうと«0xe2»テレファングを ゆうリに«0xe2»すすめることが できるんだ«0xe2»ぎゃくに 『しんリん』に«0xe2»すむ デンジュウを«0xe2»つかうと ふリになるんだ«*0»
0x1401da,『さばく』にすむ«0xe2»デンジュウが あいてのときに«0xe2»ついて ききたい?«0xe2» はい  いいえ«*a»
0x1401dc,つぎに 『さばく』にすむ«0xe2»デンジュウがあいてのときの«0xe2»テレファングは«0xe2»『みずベ』にすむ«0xe2»デンジュウをつかうと«0xe2»テレファングを ゆうリに«0xe2»すすめることが できるんだ«0xe2»ぎゃくに 『そうげん』に«0xe2»すむ デンジュウを«0xe2»つかうと ふリになるんだ«*0»
0x1401de,がんばって トモダチ«0xe2»あつめてね-«0xe2»バイバ-イ«0xe2»«*0»
0x1401e0,『クリノンむら』の かたがたの«0xe2»チカラに なってあげてください«0xe2»がんばって!«0xe2»«&0xc92c»くん«*0»
0x1401e2,『イ-リス』のかいがんで«0xe2»うみのデンジュウが なにか«0xe2»さがしているらしいですよ«0xe2»たすけてあげると なにか«0xe2»いいことがかもしれません!«0xe2»«*0»
0x1401e4,『パ-ムかい』のアンテナのきが«0xe2»たいヘんなことになっている«0xe2»みたいですよ«0xe2»くわしくは うみのデンジュウに«0xe2»きくとわかるとおもいます«0xe2»なんとか してあげてください!«*0»
0x1401e6,『フリジア』で«0xe2»『Tファンガ-たいかい』という«0xe2»イベントをやってるみたいですね«0xe2»«&0xc92c»くんも«0xe2»さんかしているんですよね?«0xe2»がんばってください«*0»
0x1401e8,『バ-ラン』というさばくの«0xe2»まちで トリぐみと ヘビぐみの«0xe2»あらそいが つづいているという«0xe2»はなしを ききましたよ«0xe2»«&0xc92c»くんの«0xe2»チカラで なんとか おわらせる«0xe2»ことが できませんか?«0xe2»リょうほうの おさに はなしを«0xe2»きいてみるといいとおもいますよ«0xe2»«*0»
0x1401ea,『イオンとう』で«0xe2»デンワガイシャのあらそいで«0xe2»もともと そこにすんでいた«0xe2»デンジュウたちが めいわくを«0xe2»してるそうですよ«0xe2»«&0xc92c»くんの«0xe2»チカラで あらそいを おさめて«0xe2»ください«0xe2»よろしくたのみましたよ«0xe2»«*0»
0x1401ec,イオンとうの もリのおくで«0xe2»しゅぎょうしている«0xe2»デンジュウたちが いるという«0xe2»はなしを こみみにはさみました«0xe2»そのデンジュウたちと «0xe2»テレファングしてみたら«0xe2»どうですか?«0xe2»トモダチのデンジュウもつよく«0xe2»なるかもしれませんよ«0xe2»«*0»
0x1401ee,『パパルナこ』で«0xe2»みょうな くろいかげが«0xe2»もくげきされたそうです«0xe2»そこにすんでいるデンジュウが«0xe2»きみわるがっているので«0xe2»そのくろいかげが なんなのか«0xe2»たしかめてきてくださいね«0xe2»«*0»
0x1401f0,«&0xc92c»くん«0xe2»『パンセスむら』のデンジュウと«0xe2»れんらくが とれなくなって«0xe2»しまいました«0xe2»『パンセスむら』にいって«0xe2»なにがおきているのか«0xe2»たしかめてきてください«0xe2»«*0»
0x1401f2,『トリパむら』にある«0xe2»アンテナのきが いじょうな«0xe2»せいちょうを しているようです«0xe2»そこにすむ デンジュウが«0xe2»おこっているそうです«0xe2»デンジュウたちのために«0xe2»トリパむらの アンテナのきを«0xe2»もとにもどしてあげてください«*0»
0x1401f4,『フラウラむら』で なにやら«0xe2»デンパいじょうが おきている«0xe2»ようなのです«0xe2»くわしくは むらのデンジュウに«0xe2»きいてください«0xe2»«*0»
0x1401f6,『ペペリやま』に «0xe2»ふういんされていた«0xe2»アクマデンジュウが ふっかつ«0xe2»しようとしているみたいですね«0xe2»このままでは デンジュウカイが«0xe2»きけんです!«0xe2»«&0xc92c»くんの«0xe2»チカラで アクマデンジュウを«0xe2»ふういんしてくだい!«0xe2»«*0»
0x1401f8,『イオンとう』の ちかから«0xe2»なにやらおかしなデンパが«0xe2»でているらしいです«0xe2»サナエバが これに かかわって«0xe2»いることは まちがいあリません«0xe2»«&0xc92c»くん«0xe2»サナエバのしようとしている«0xe2»ことを とめてください«*0»
