Pointer,Japanese,English,Draft version,Formatted?,Notes
#######,#056,,,,
0x134102,"『ブレーメンのおんがくたい』を
しってるか?
 しってる しらない<*A>","Are you familiar with The Town Musicians of Bremen?
<Q>Yeah<|>No</Q><*A>","Are you familiar with The Town Musicians of Bremen?
<0>Yeah<0>No<*A>",0,
0x134104,"ブタとイヌとネコとニワトリの
ものがたリなんだよな!
 ちがうよ たリないよ<*A>","It's a story about a pig, a dog, a cat, and a chicken, isn't it!
<Q>That's wrong<|>That's not all of them</Q><*A>","It's a story about a pig, a dog, a cat, and a chicken, isn't it!
<0>That's wrong<0>That's not all of them<*A>",0,
0x134106,"たしか でてくることばが
『ブヒーワンニャンコケコッコ』
 そうだった ちょっとまて<*A>","If I recall correctly, they made a sound like ""oink woof meow bah-gawk"".
<Q>You got it<|>Wait a second...</Q><*A>","If I recall correctly, they made a sound like ""oink woof meow bah-gawk"".
<0>You got it<0>Wait a second...<*A>",0,
0x134108,"え?そうだっけ?
じゃ ブタとイヌとネコとサル?<*2>","Huh? Is it?
How about a pig, a dog, a cat, and a monkey?<*2>","Huh? Is it?
How about a pig, a dog, a cat, and a monkey?<*2>",0,
0x13410a,"もういっぴき いたっけ?
カエルとか?ネズミとか?<*2>","There was another one?
A frog or something?
A mouse?<*2>","There was another one?
A frog or something?
A mouse?<*2>",0,
0x13410c,"ちょっとじしんがなかったんだ!
でも...ほんとにあってる?<*2>","I wasn't entirely sure!
Is that actually right, though...?<*2>","I wasn't entirely sure!
Is that actually right, though...?",0,
0x13410e,"ヒヒンワンニャンコケコッコ?
そうか!さいしょはロバか!<*2>","""Hee-haw woof meow bah-gawk""?
Oh, the first one was a donkey!<*2>","""Hee-haw woof meow bah-gawk""?
Oh, the first one was a donkey!<*2>",0,
#######,#057,,,,
0x134110,"『にんぎょひめ』って
たのしいおはなしだよな!
 そうだね そうだっけ?<*A>","The Little Mermaid is such a fun story!
<Q>It is!<|>Is it?</Q><*A>","The Little Mermaid is such a fun story!
<0>It is!<0>Is it?<*A>",0,
0x134112,"さいごには おうじさまと
しあわせになるんだよな!
 そうそう あれー?<*A>","In the end, she lived happily ever after with the prince!
<Q>Yeah<|>Did she...?</Q><*A>","In the end, she lived happily ever after with the prince!
<0>Yeah<0>Did she...?<*A>",0,
0x134114,"かなしいおはなし?
さいごどうなるんだっけ?
 あわになる ニンゲンになる<*A>","Is it a sad story? How does it end again?
<Q>She becomes seafoam<|>She becomes human</Q><*A>","Is it a sad story? How does it end again?
<0>She becomes seafoam<0>She becomes human<*A>",0,
0x134116,"ハッピーエンドっていうのは
いいよな!あれ?ちがう?<*2>","I love happy endings.
Hm? Was that wrong?<*2>","I love happy endings.
Hm? Was that wrong?<*2>",0,
0x134118,"なんかちがうよな!
ちがうのとまざっちゃったよ!<*2>","Yeah, I thought that sounded wrong.
I mixed it up with another story!<*2>","Yeah, I thought that sounded wrong.
I mixed it up with another story!<*2>",0,
0x13411a,"そうだったよ...
そんなのってかなしすぎる...<*2>","Oh yeah, that's what happened...
That's way too sad.<*2>","Oh yeah, that's what happened...
That's way too sad.<*2>",0,
0x13411c,"そうか!それで
めでたし!めでたし??<*2>","Oh, okay! In that case,
all's well that... ends well?<*2>","Oh, okay! In that case,
all's well that... ends well?<*2>",0,
#######,#058,,,,
0x13411e,"『シンデレラ』って
ひどいはなしだよな!
 なんで? そうおもう<*A>","Cinderella is such a horrible story!
<Q>Why?<|>I agree</Q><*A>","Cinderella is such a horrible story!
<0>Why?<0>I agree<*A>",0,
0x134120,"だってさ!シンデレラは
ずっといじめられてたんだぜ!
 そうだよな でもさいごは<*A>","It's just... Cinderella gets
picked on the whole time!
<Q>That's true<|>But in the end...</Q><*A>","It's just... Cinderella gets
picked on the whole time!
<0>That's true<0>But in the end...<*A>",0,
0x134122,"そうだろ!ばしゃにつかった
カボチャはどうなったんだよな!
 そんなこと そうだな<*A>","Right?! What happened to the poor pumpkin they used as a carriage?!
<Q>Oh, that part?!<|>Exactly!</Q><*A>","Right?! What happened to the poor pumpkin they used as a carriage?!
<0>Oh, that part?!<0>Exactly!<*A>",0,
0x134124,"オレがいちばんきらいなのは
よわいものいじめだからな!<*2>",I can't stand people who pick on the weak<*2>,I can't stand people who pick on the weak<*2>,0,
0x134126,"さいごはしあわせになったけど
それまでたいヘんだったじゃん!<*2>","Sure, she gets to be happy in the end, but she's got it tough up until then!<*2>","Sure, she gets to be happy in the end, but she's got it tough up until then!<*2>",0,
0x134128,"そんなこととはなんだ!
たベものはだいじにしろよな!<*2>","What do you mean?
Respect your food!<*2>","What do you mean?
Respect your food!<*2>",0,
0x13412a,"きになるだろ?オレは
ネズミがたベたんだとおもうだ!<*2>","Makes you worry, right?
It probably got eaten by rats!<*2>","Makes you worry, right?
It probably got eaten by rats!<*2>",0,TL note: probably rats
#######,#059,,,,
0x13412c,"『はだかのおうさま』は
なんてスゴイはなしなんだ!
 すごい? そうかな<*A>","The Emperor's New Clothes is such an amazing story!
<Q>Amazing?<|>I guess</Q><*A>","The Emperor's New Clothes is such an amazing story!
<0>Amazing?<0>I guess<*A>",0,
0x13412e,"ちいさなこが『はだかだ!』って
いうまでだれもきづかないだろ?
 きづいてた そうだよな<*A>","No one noticed until a kid yelled ""he's naked"", right?
<Q>They noticed<|>That's true</Q><*A>","No one noticed until a kid yelled ""he's naked"", right?
<0>They noticed<0>That's true<*A>",0,
0x134130,"そうだよ!あのはなしほど
かんがえさせられるものはないね
 どうして? すごいな!<*A>","It is! That story really makes me think.
<Q>Why?<|>You philosopher!</Q><*A>","It is! That story really makes me think.
<0>Why?<0>You philosopher!<*A>",0,
0x134132,"きづいてたの?じゃあみんな
なんでいわないの?ヘんなの!<*2>","They did? Why didn't they say anything, then? Weirdoes!<*2>","They did? Why didn't they say anything, then? Weirdoes!<*2>",0,
0x134134,"きづいていたのは そのこ
ひとリ!え?そうじゃないの?<*2>",The kid was the only one who noticed! Huh? No?<*2>,The kid was the only one who noticed! Huh? No?<*2>,0,
0x134136,"みんな じぶんはすごいって
おもっていたいってことさ!<*2>",Because everyone thought only they were special!<*2>,Because everyone thought only they were special!<*2>,0,
0x134138,"そんなにほめるなよ!
てれるじゃないか!<*2>","Aww, stop it. You're making me blush!<*2>","Aww, stop it. You're making me blush!<*2>",0,
#######,#060,,,,
0x13413a,"オレは『3びきのこぶた』に
ついてオマエにききたい
 なに? じょうけんがある<*A>","Hey amigo, I'm comin' at ya with a question about ""The Three Little Pigs""! How's about it?
<Q>Hit me<|>On one condition</Q><*A>","Hey amigo, I'm comin' at ya with a question about ""The Three Little Pigs""! How's about it?
<0>Hit me<0>On one condition<*A>",0,
0x13413c,"わらのいえ きのいえ
もうひとつをおしえてくれ!
 すなのいえ レンガのいえ<*A>","A house of straw, and one of sticks.
What was the last one?
<Q>Sand<|>Bricks</Q><*A>","A house of straw, and one of sticks.
What was the last one?
<0>Sand<0>Bricks<*A>",0,
0x13413e,"じょうけんとは?
まずそれをきこう!
 はなしかた あそぼう!<*A>","Condition? Whaddaya mean?
<Q>Don't talk like that<|>Let's hang out!</Q><*A>","Condition? Whaddaya mean?
<0>Don't talk like that<0>Let's hang out!<*A>",0,
0x134140,"すなだと すぐにこわされて
しまうんじゃないか?<*2>",Wouldn't it collapse immediately if it were sand?<*2>,Wouldn't it collapse immediately if it were sand?<*2>,0,
0x134142,"そうか!やっとなぞがとけた
さすが <&name>だな!<*2>","I see! Finally, the mystery is solved.
As expected of <&name>!<*2>","I see! Finally, the mystery is solved.
As expected of <&name>!<*2>",0,
0x134144,"これはくせなんだ!えっと...
よ...よう!...ムリだ!<*2>","Sorry, I've gotten used to it. Uh... G-Good day!
...No, this is impossible.<*2>","Sorry, I've gotten used to it. Uh... G-Good day!
...No, this is impossible.<*2>",0,
0x134146,"いまは それがきになって
あそんでるばあいじゃないんだ!<*2>",Can't! I'm too preoccupied thinking about this question!<*2>,Can't! I'm too preoccupied thinking about this question!<*2>,0,
#######,#061,,,,
0x134148,"オマエさ!『やきゅう』が
とくいなんだよな!
 そうだよ そうでもない<*A>","You! You're good at baseball, right?
<Q>Yup<|>Not really</Q><*A>","You! You're good at baseball, right?
<0>Yup<0>Not really<*A>",0,(Questions 049-060 are about sports/clubs)
0x13414a,"やきゅうは なんかいアウトを
とれば こうたいなんだ?
 3かい 5かい<*A>","In baseball, how many outs are needed for the teams to switch?
<Q>Three<|>Five</Q><*A>","In baseball, how many outs are needed for the teams to switch?
<0>Three<0>Five<*A>",0,
0x13414c,"それじゃ なんでいつも
バットもってるんだよ!
 ばれた? かざリ<*A>","Why are you always carrying a bat around, then?!
<Q>You got me<|>It's decorative</Q><*A>","Why are you always carrying a bat around, then?!
<0>You got me<0>It's decorative<*A>",0,
0x13414e,"そうだったな!こんどさ
しんぱんやってくれよな!<*2>","Oh, right! Let me be the umpire next time!<*2>","Oh, right! Let me be the umpire next time!<*2>",0,
0x134150,"5かいもとらなきゃいけないの!
それってつらくないか?<*2>",Five outs?! Isn't that a bit tough?<*2>,Five outs?! Isn't that a bit tough?<*2>,0,
0x134152,"あたリまえだよ!そんなうそ
ばれるにきまってるだろ!<*2>",It's obvious! You won't fool anyone with a lie like that!<*2>,It's obvious! You won't fool anyone with a lie like that!<*2>,0,
0x134154,"そうなのか?オレはてっきリ
やきゅうがだいすきなのかと..<*2>",Really? And I was sure you loved baseball...<*2>,Really? And I was sure you loved baseball...<*2>,0,
#######,#062,,,,
0x134156,"<&name>は『ゴルフ』に
くわしかったリする?
 ぜんぜん ちょっと<*A>","Are you well-versed in golf, <&name>?
<Q>Very<|>A bit</Q><*A>","Are you well-versed in golf, <&name>?
<0>Very<0>A bit<*A>",0,
0x134158,"ゴルフはおとなのあそびだって
だれかが いってたんだ!
 そうだね そんなことない<*A>","Someone told me golf is a game for adults!
<Q>That's right<|>No it's not</Q><*A>","Someone told me golf is a game for adults!
<0>That's right<0>No it's not<*A>",0,
0x13415a,"ようはゴルフって ボールを
あなに いれればいいんだろ?
 まあね むずかしい<*A>","Basically, golf is just putting a ball in a hole, right?
<Q>I guess<|>It's hard</Q><*A>","Basically, golf is just putting a ball in a hole, right?
<0>I guess<0>It's hard<*A>",0,
0x13415c,"そっか...じゃあ オレには
むかないってことだな!<*2>","So it is, huh... It's not for me, then!<*2>","So it is, huh... It's not for me, then!<*2>",0,
0x13415e,"こどもでもやってるんだ!
じゃあオレにもできるな!<*2>",Kids play golf too? Then I bet even I could play!<*2>,Kids play golf too? Then I bet even I could play!<*2>,0,
0x134160,"それなら オレにもできるぞ
さあ きょうかられんしゅうだ!<*2>","If so, even I could do it! I'll start practicing today!<*2>","If so, even I could do it! I'll start practicing today!<*2>",0,
0x134162,"かんたんだよ!あなまで
てでもっていけばいいんでしょ!<*2>",It's easy! Just pick it up and walk to the hole!<*2>,It's easy! Just pick it up and walk to the hole!<*2>,0,
#######,#063,,,,
0x134164,"『サッカー』ってむずかしいな!
どうしてもうまくいかないんだ
 シュート? れんしゅう!<*A>","Football is hard! Why am I so bad at it?
<Q>Your kick?<|>Practice!</Q><*A>","Football is hard! Why am I so bad at it?
<0>Your kick?<0>Practice!<*A>",0,
0x134166,"シュート!それだよ!それ!
オマエはとくいなのか?
 とうぜん! あんまリ<*A>","Yeah! It's gotta be my kick! Is yours good?
<Q>Of course!<|>Not really</Q><*A>","Yeah! It's gotta be my kick! Is yours good?
<0>Of course!<0>Not really<*A>",0,
0x134168,"れんしゅうっていってもさ
あいてがいないとダメじゃん
 そんなことない そっか<*A>","Practice doesn't matter if I don't have anyone to play with...
<Q>That's not true<|>Oh.</Q><*A>","Practice doesn't matter if I don't have anyone to play with...
<0>That's not true<0>Oh.<*A>",0,
0x13416a,"マジで!こんどオレに
ポイントをおしえてくれよな!<*2>",Really?! Give me some pointers next time!<*2>,Really?! Give me some pointers next time!<*2>,0,
0x13416c,"まあ しょうがないよな
おたがい れんしゅうしようぜ!<*2>",That's a bummer. Let's keep practicing!<*2>,That's a bummer. Let's keep practicing!<*2>,0,
0x13416e,"ひとリでれんしゅうするのって
さみしいから オレはパス!<*2>",I'd feel lonely practicing by myself. I think I'll pass!<*2>,I'd feel lonely practicing by myself. I think I'll pass!<*2>,0,
0x134170,"こんどあったときにでも
れんしゅうあいてになってくれ!<*2>",Practice with me next time!<*2>,Practice with me next time!<*2>,0,
#######,#064,,,,
0x134172,"『テニス』はおんなのこの
スポーツってほんとか?
 ほんと ちがうよ<*A>","Is tennis really a sport for women?
<Q>It sure is<|>It's not</Q><*A>","Is tennis really a sport for women?
<0>It sure is<0>It's not<*A>",0,
0x134174,"そんな さベつてきな
スポーツがあっていいのか!
 ちがった しょうがない<*A>","I can't believe there's a sport with that sort of discrimination!
<Q>Oh, not like that<|>That's just how it is</Q><*A>","I can't believe there's a sport with that sort of discrimination!
<0>Oh, not like that<0>That's just how it is<*A>",0,
0x134176,"そうか でもテニスって
どんなスポーツなんだ?
 とにかくうつ ラリー<*A>","Isn't it? What kind of sport is tennis, then?
<Q>A lot of hitting<|>You rally the ball</Q><*A>","Isn't it? What kind of sport is tennis, then?
<0>A lot of hitting<0>You rally the ball<*A>",0,
0x134178,"なんだよ しっかリしてくれよな
たよリにしてるんだからさ!<*2>","What? Be clear about it! I'm counting on you, y'know?!<*2>","What? Be clear about it! I'm counting on you, y'know?!<*2>",0,
0x13417a,"ダメだ!あきらめちゃ!
なんとしてもテニスをやろうぜ!<*2>",No! Never give up! Let's play tennis whatever they say!<*2>,No! Never give up! Let's play tennis whatever they say!<*2>,0,
0x13417c,うって うって うちまくるのか!オレそういうのだいすき!<*2>,So you just pound away? I love that sort of thing!<*2>,So you just pound away? I love that sort of thing!<*2>,0,
0x13417e,"ラリー?むずかしいことばだな!
なんかちょっとムカつくぜ!<*2>",Rally? I've never heard that word. That's a bit irritating!<*2>,Rally? I've never heard that word. That's a bit irritating!<*2>,0,
#######,#065,,,,
0x134180,"オレって『バレーボール』が
だいの とくいなんだぜ!
 スゲエ うそつけ<*A>","Volleyball is my specialty!
<Q>Wow!<|>Liar</Q><*A>","Volleyball is my specialty!
<0>Wow!<0>Liar<*A>",0,
0x134182,"ふっふっふ!オレのスライダーは
だれにもとめられない!
 スライダー? アタック<*A>","Heh heh heh! No one can stop my sliders!
<Q>Sliders?<|>Spikes.</Q><*A>","Heh heh heh! No one can stop my sliders!
<0>Sliders?<0>Spikes.<*A>",0,
0x134184,"しんじなくてもいい!
オレは まきゅうがうてるんだ!
 みせて しんじない<*A>","Don't believe me then! My spikes are magical.
<Q>Show me<|>I don't believe you</Q><*A>","Don't believe me then! My spikes are magical.
<0>Show me<0>I don't believe you<*A>",0,
0x134186,あれ?さっきよんだほんには...しまった!ほん まちがえた!<*2>,Huh? But in the book I just read... Agh! That's the wrong book!<*2>,Huh? But in the book I just read... Agh! That's the wrong book!<*2>,0,
0x134188,"ちょっとまちがえただけだって!
だれでも まちがいはあるだろ?<*2>","That's just an itty-bitty mistake! Everyone makes mistakes, y'know?<*2>","That's just an itty-bitty mistake! Everyone makes mistakes, y'know?<*2>",0,
0x13418a,"う!それは...むリなんだ..
うそじゃないぞ!ぜったいに!<*2>",Um...! I... can't show you! But I'm not lying! Seriously!<*2>,Um...! I... can't show you! But I'm not lying! Seriously!<*2>,0,
0x13418c,"オマエがしんじなくたって
うてるんだから しょうがない!<*2>",Whatever! Whether you believe me or not doesn't change the fact that my spikes rule!<*2>,Whatever! Whether you believe me or not doesn't change the fact that my spikes rule!<*2>,0,
#######,#066,,,,
0x13418e,"オレは『バスケットボール』が
やリたいんだ!
 やれば やろうよ<*A>","I wanna play basketball!
<Q>Do that then<|>Let's play</Q><*A>","I wanna play basketball!
<0>Do that then<0>Let's play<*A>",0,
0x134190,"ほんとに つめたいやつだな
いいよ ひとリでやるから...
 わるかった そうだね<*A>","Ouch! Harsh, much? Guess I'll have to play by myself, then...
<Q>That was mean of me...<|>Yep</Q><*A>","Ouch! Harsh, much? Guess I'll have to play by myself, then...
<0>That was mean of me...<0>Yep<*A>",0,
0x134192,"そういってくれるとおもったよ!
じゃ ボールもってきてくれ!
 ないよ じぶんのは?<*A>","I thought you'd say that! Bring the ball over, then!
<Q>I don't have one<|>Don't you have one?</Q><*A>","I thought you'd say that! Bring the ball over, then!
<0>I don't have one<0>Don't you have one?<*A>",0,
0x134194,"バツとして バスケをやる
なかまをあつめてきて!<*2>","As punishment, play with me! Get some friends together and come over!<*2>","As punishment, play with me! Get some friends together and come over!<*2>",0,
0x134196,"ヤダヤダ!いっしょに
やってくれないとヤダ!<*2>","Noooo! If you won't play with me, no way!<*2>","Noooo! If you won't play with me, no way!<*2>",0,
0x134198,"やっぱリ?じつはオレも
ボールもってないんだよ!<*2>","You don't? To be honest, I don't have one either!<*2>","You don't? To be honest, I don't have one either!<*2>",0,
0x13419a,"なくしちゃったんだよー
せっかくもらったのにー!!<*2>",I lost it! And here I managed to get you on board...!<*2>,I lost it! And here I managed to get you on board...!<*2>,0,
#######,#067,,,,
0x13419c,"やっぱリ おんせんには
『ピンポン』なのか?
 そうだね どうかな<*A>","All the cool kids play ping-pong, right?
<Q>Yeah<|>I dunno</Q><*A>","All the cool kids play ping-pong, right?
<0>Yeah<0>I dunno<*A>
",0,"Removed the mention of onsen, as hot spring ping-pong isn't a thing outside of Japan."
0x13419e,"『ピンポン』と『たっきゅう』は
どうちがうんだ?
 おなじもの たまがちがう<*A>","What's the difference between ping-pong and table tennis?
<Q>They're the same<|>Different balls</Q><*A>","What's the difference between ping-pong and table tennis?
<0>They're the same<0>Different balls<*A>",0,
0x1341a0,"さいきんは あんまリないのか
つまんないな...
 そうなんだよ ベつに<*A>","It's sort of faded away, hasn't it. That's no fun at all!
<Q>I agree!<|>It's okay</Q><*A>","It's sort of faded away, hasn't it. That's no fun at all!
<0>I agree!<0>It's okay<*A>",0,
0x1341a2,"いっしょなのか!それなら
なんで2つなまえがあるんだ?<*2>","Oh, so they're the same! Why are there two names, then?<*2>","Oh, so they're the same! Why are there two names, then?<*2>",0,
0x1341a4,"おおきいのとちいさいのか?
えー ちがうきがするけどなー!<*2>",A big one vs. a small one? Really? I'm not sure that's right!<*2>,A big one vs. a small one? Really? I'm not sure that's right!<*2>,0,
0x1341a6,"じゃあ おんせんにピンポンを
ふっかつさせればいいじゃん!<*2>",Ping-pong should make a comeback!<*2>,Ping-pong should make a comeback!<*2>,0,
0x1341a8,"まあ それいがいにも あそびは
いっぱいあるからな!<*2>","Yeah, I guess there are lots of other ways to entertain yourself!<*2>","Yeah, I guess there are lots of other ways to entertain yourself!<*2>",0,
#######,#068,,,,
0x1341aa,"『ラグビー』って こわいよね
おたがいぶつかリあうんでしょ?
 そうだよ ケガもする<*A>",/0x1341aa/<*A>,"Isn't rugby scary? The players slam into each other a lot, right?
<0>Yeah<0>Lots of injuries, too<*A>",0,
0x1341ac,"びっくリして きをうしなうよ!
なんでそんなことするの?
 さあ? そういうもの<*A>",/0x1341ac/<*A>,"They get so shaken up that they pass out! Why would they do that?
<0>Who knows?<0>That's the sport<*A>",0,
0x1341ae,"いやだ!ぜったい!
こんなにビビってちゃダメかな?
 オレもビビる そうだよ<*A>",/0x1341ae/<*A>,"That's terrible! Seriously! Maybe I'm getting a bit too worked up...
<0>I do too<0>You are<*A>",0,
0x1341b0,"さあって!そんなむせきにんな!
なにがたのしいかわかんないよ!<*2>",/0x1341b0/<*2>,"""Who knows""? That's not much of an answer. I don't get what's fun about it!<*2>",0,
0x1341b2,"とても みていられないよ
こっちがたおれちゃいそうだ!<*2>",/0x1341b2/<*2>,I don't wanna see that. I'd be out cold just watching!<*2>,0,
0x1341b4,"そうだよね!みんなに
オマエだけだっていわれたんだ!<*2>",/0x1341b4/<*2>,Right? Everyone else said it's just me!<*2>,0,
0x1341b6,"テレファングのときも
ダメだとおもうとかえるんだ..<*2>",/0x1341b6/<*2>,"If I feel this way before a Telefang battle, I just go home... //<*2>",0,
#######,#069,,,,
0x1341b8,"『じゅうどう』ってどこに
いったらおしえてもらえるんだ?
 どうじょう こうじょう<*A>","Where do you go if you want to learn judo?
<Q>A dojo<|>A strip mall</Q><*A>","Where do you go if you want to learn judo?
<0>A dojo<0>A strip mall<*A>",0,"Switched a pun out for a cultural joke here, because nothing sounds like ""dojo""."
0x1341ba,"どうじょうっていうのは
どこにでもあるのか?
 ある ない<*A>","Are there dojos everywhere?
<Q>There are<|>There aren't</Q><*A>","Are there dojos everywhere?
<0>There are<0>There aren't<*A>",0,
0x1341bc,"オマエのつまんないギャグを
ききにデンワしたんじゃないぞ!
 わるい つまんない!<*A>","I didn't call to listen to your lame jokes!
<Q>Sorry<|>Lame?!</Q><*A>","I didn't call to listen to your lame jokes!
<0>Sorry<0>Lame?!<*A>",0,
0x1341be,"ということは オマエのいえの
となリも どうじょうなのか?<*2>","So you mean there's a dojo next door to where you live, even?<*2>","So you mean there's a dojo next door to where you live, even?<*2>",0,
0x1341c0,"あーもう!!
ほんものを みてみたい!<*2>",Argh! I wanna see the real thing!<*2>,Argh! I wanna see the real thing!<*2>,0,
0x1341c2,"オレのギャグはもっと
レベルがたかいぜ!<*2>",My jokes are much better!<*2>,My jokes are much better!<*2>,0,
0x1341c4,"そうおこるなよ!でももうすこし
ギャグのレベルをあげないとな!<*2>",Don't get mad! You really need to up your joke game.<*2>,Don't get mad! You really need to up your joke game.<*2>,0,
#######,#070,,,,
0x1341c6,"ひとつききたいんだけどさ
『けんどう』ってむずかしい?
 そうでもない ちょっとね<*A>","I've got a question... Is kendo hard?
<Q>Not at all<|>A bit</Q><*A>","I've got a question... Is kendo hard?
<0>Not at all<0>A bit<*A>",0,
0x1341c8,"オレがやろうとおもっても
できるとおもうか? 
 できる せんせいが<*A>","Think even I could do it if I wanted?
<Q>Yeah<|>Have a teacher?</Q><*A>","Think even I could do it if I wanted?
<0>Yeah<0>Have a teacher?<*A>",0,
0x1341ca,"ちくしょー!くやしいぜ!
オレもけんどうやリたいのに!
 おしえるよ ざんねんだね<*A>","Argh, that sucks! I really wanna try kendo!
<Q>I'll teach you<|>Too bad</Q><*A>","Argh, that sucks! I really wanna try kendo!
<0>I'll teach you<0>Too bad<*A>",0,
0x1341cc,"そうか!ひつようなものは
しないとぼうぐ..ないじゃん!<*2>","Cool! So I need armor and a sword... I don't have those, do I?!<*2>","Cool! So I need armor and a sword... I don't have those, do I?!",0,
0x1341ce,"オマエがおしえてくれよ!
え?ムリ?そんなー!<*2>",You can teach me! Huh? No? Come on!<*2>,You can teach me! Huh? No? Come on!<*2>,0,
0x1341d0,"やったー!こんどニンゲンカイに
もどったら どうぐもってきて!<*2>",Yesss! Bring a sword from the Human World next time!<*2>,Yesss! Bring a sword from the Human World next time!<*2>,0,
0x1341d2,"なっとくいかねー!さベつだ!
オレもやリたーい!くやしー!!<*2>",Unacceptable! It's discrimination! I wannaaaa!<*2>,Unacceptable! It's discrimination! I wannaaaa!<*2>,0,
#######,#071,,,,
0x1341d4,"『さどう』は なにをたのしむの?おちゃっておいしい?
 わびさび おいしくない<*A>","What's so fun about tea ceremonies? Is the tea good?
<Q>It's serene<|>It's not very good</Q><*A>","What's so fun about tea ceremonies? Is the tea good?
<0>It's serene<0>It's not very good<*A>",0,"Switched a pun on ""wabisabi"" / ""wasabi"" out for one on ""serene"" / ""kerosene""."
0x1341d6,"わびさび?それってなんのこと?
くわしくおしえてほしいな!
 わさび よくしらない<*A>","Serene? What's that? Be specific!
<Q>Kerosene<|>I'm not sure</Q><*A>","Serene? What's that? Be specific!
<0>Kerosene<0>I'm not sure<*A>",0,
0x1341d8,"おいしくないの?じゃあ
いっしょにでてくるおかしは?
 おいしい あまい<*A>","It's not? How about the snacks on the side, then?
<Q>They're great<|>They're sweet</Q><*A>","It's not? How about the snacks on the side, then?
<0>They're great<0>They're sweet<*A>",0,
0x1341da,"おちゃとわさびと どういう
かんけがあるのかな?<*2>",You put kerosene in the tea...?<*2>,You put kerosene in the tea...?<*2>,0,
0x1341dc,"そっか!いろいろあリがとう
またデンワするよ!<*2>","Well, thanks anyway. Let's talk again soon!<*2>","Well, thanks anyway. Let's talk again soon!<*2>",0,
0x1341de,"みんなそれがたのしみで
さどうをやってるんだね きっと<*2>","I guess everyone does tea ceremonies for the snacks, then.<*2>","I guess everyone does tea ceremonies for the snacks, then.<*2>",0,
0x1341e0,"あんまリあまいのは
すきじゃないんだよな<*2>",I don't really like sweet things...<*2>,I don't really like sweet things...<*2>,0,
#######,#072,,,,
0x1341e2,"『かどう』について
すこしおしえてほしいんだけど
 はなをいける わからない<*A>","I'd like to know what flower arrangement is about...
<Q>You make them come alive<|>Don't ask me</Q><*A>","I heard about this thing called the ""art of flower arrangement""... What's that about?
<0>You make them come alive<0>Don't ask me<*A>",0,
0x1341e4,"はなは わかるとして
いけるっていうのはなんだ?
 うえる むずかしい<*A>","Come alive...? What do you mean?
<Q>You grow them<|>Hard to explain</Q><*A>","Come alive...? What do you mean?
<0>You grow them<0>Hard to explain<*A>",0,
0x1341e6,"やはリ そうとうむずかしいもの
なんだね?かどうというのは..
 そうだね やくにたたなくて<*A>","It's not too easy to understand, is it?
<Q>Guess so<|>Sorry I couldn't help</Q><*A>","It's not too easy to understand, is it?
<0>Guess so<0>Sorry I couldn't help<*2>
",0,
0x1341e8,"うえる?きいたはなしでは
きったはなをつかうらしいぞ!<*2>",Grow them? I heard you use flowers you've already picked!<*2>,Grow them? I heard you use flowers you've already picked!<*2>,0,
0x1341ea,"そうか むずかしいことを
きいて わるかったね!<*2>",Sorry for asking such a difficult question!<*2>,Sorry for asking such a difficult question!<*2>,0,
0x1341ec,"ちょうせんしてみたかったけど
あきらめることにするよ<*2>","I wanted to try it, but I think I'll give up on that then.<*2>","I wanted to try it, but I think I'll give up on that then.<*2>",0,
0x1341ee,"あやまるひつようはないよ
とても ベんきょうになった!<*2>",You don't need to apologize. I still learned a lot!<*2>,You don't need to apologize. I still learned a lot!<*2>,0,
#######,#073,,,,
0x1341f0,"『もリのクマさん』って
うた しってるよね?
 しってる しらない<*A>","You know the camp song, ""The Other Day I Met a Bear"", right?
<Q>Yes<|>No</Q><*A>","You know the camp song, ""The Other Day I Met a Bear"", right?
<0>Yes<0>No<*A>",0,(Questions 073-084 are about songs)
0x1341f2,"おじょうさんがおとしたのは
なんだったけ?
 イヤリング リング<*A>","How did the person get away from the bear again...?
<Q>Climbed a tree<|>Made lotsa noise</Q><*A>","How did the person get away from the bear again...?
<0>Climbed a tree<0>Made lotsa noise<*A>",0,
0x1341f4,"じゃあ おしえてあげようか?
 うん いいや<*A>","Then how 'bout I tell you about it?
<Q>Sure<|>I'm good...</Q><*A>","Then how 'bout I tell you about it?
<0>Sure<0>I'm good...<*A>",0,
0x1341f6,"しろいカイガラのイヤリングだ!
ずっと おもいだせなかったんだ<*2>","Oh right, a tree! In real life, though, bears can climb trees.<*2>","Oh right, a tree! In real life, though, bears can climb trees.<*2>",0,
0x1341f8,"ちがうイヤリングだよ!
いま おもいだしちゃったよ<*2>","No, I just remembered, they definitely climbed a tree!<*2>","No, I just remembered, they definitely climbed a tree!<*2>",0,
0x1341fa,"おんなのこがもリのなかで
クマさんにあって なんだっけ?<*2>",I think it's about someone running away from a bear...?<*2>,I think it's about someone running away from a bear...?<*2>,0,
0x1341fc,"このうた ききたくないのか?
たのしくて いいうただぞ!<*2>",You don't want to hear it? It's a really fun song!<*2>,You don't want to hear it? It's a really fun song!<*2>,0,
#######,#074 (partial),,,,
0x1341fe,"このあいだ『アイアイ』っていう
おもしろいうたをきいたんだ!
 どんな? しってるよ<*A>",/0x1341fe/<*A>,,0,
#######,Phone Questions 3  -  #074-110,,,,
#######,#074 (partial),,,,
