Pointer,Japanese,English,Draft version,Formatted?,Notes
0x158090,"オレの トモダチから
きいたんだけどー
いじげんに ワープできたリ
する デンジュウも
デンジュウカイには いるんだな
やっぱリ デンジュウカイは
ひろいよなー
いろいろなヤツが いるぜ<*2>","I heard from a friend that
there's a Denjuu who can
move between dimensions...
The Denjuu World is
a fascinating place, isn't it?
Takes all kinds, I guess!<*2>","I heard from a friend that there's a Denjuu who can move between dimensions... The Denjuu World is
a fascinating place, isn't it? Takes all kinds, I guess!",1,
0x158092,"キミさー いじげんを
いったリきたリできるって
はなしを きいたことある?
このデンジュウカイに そういう
ことができる デンジュウが
いるらしいよー
きょうみがあったら さがして
みたら??<*2>","Have you heard of a Denjuu
who can go to parallel
dimensions? There's a rumor
that someone like that
exists... If your interest is
piqued, maybe have a look
around?<*2>","Have you heard of a Denjuu who can go to parallel dimensions? There's a rumor that someone like that exists... If your interest is piqued, maybe have a look around?",1,
0x158094,"<&name>
サナエバグループっていう
ヤツらが デンジュウカイの
あちこちで トモダチを
つくってるっていう はなしを
きいたんだ
でも あれ ほんとうに
トモダチをふやしてるのかな?
なんだか ちがうようなきが
するんだけど...<*2>","<&name>! I heard the
""Sanaeba Group"" gang
have been making friends
here and there in the
Denjuu World. But... do you
really think they're
""making friends""? I feel like
it might be something
different...<*2>","<&name>! I heard the ""Sanaeba Group"" gang have been making friends here and there in the Denjuu World. But... do you really think they're ""making friends""? I feel like it might be something different...",1,
0x158096,"なんだか『サナエバグループ』
っていうところのれんちゅうが
デンジュウカイで
みかいのとちに ニンゲンを
おくってるんだって
なにしてるんだろーねー?<*2>","Those ""Sanaeba Group""
people... It looks like
they've been sending humans
to uninhabited parts
of the Denjuu World.
What could they be up to?<*2>","Those ""Sanaeba Group"" people... It looks like they've been sending humans to uninhabited parts
of the Denjuu World.
What could they be up to?",1,
0x158098,"このまえさー
『カクザとう デラックス』
っていう おベんとうを
たベたんだー
これ けっこうおいしかったよ
できるまでにジカンが
かかるんだけどねー
いっかいたベてみたらー?<*2>","The other day I got a lunch
to go! It was called a
""Kakuza Party Deluxe"", I
think. It was pretty good!
It took a while for 'em to
make it, though.
You should try it if you get
the chance!<*2>","The other day I got a lunch to go! It was called a ""Kakuza Party Deluxe"", I think. It was pretty good! It took a while for 'em to make it, though.
You should try it if you get the chance!",1,
0x15809a,"パンセスむらに
『かくざアベニュー』っていう
おベんとうやが
あるらしいんだけど..
オレ いったことないんだよ
もし いくんだったら
つれてってくれよなー
<*2>","Heard of this hot new
takeout place in Panses?
It's called ""Kakuza Avenue""!
I haven't been yet.
If you decide to go, lemme
tag along!<*2>","Heard of this hot new takeout place in Panses? It's called ""Kakuza Avenue""! I haven't been yet.
If you decide to go, lemme tag along!",1,
0x15809c,"じつはさー
パンセスむらに いじげんに
つながるやしきがあるって
うわさを きいたんだ!
そんなの あるわけないと
おもうんだけど
あったらどうしよう?!
<*2>","I heard a crazy rumor! They
say there's a mansion
in Panses that connects to
a parallel dimension.
Sounds fishy if you ask me,
but... what if it's true?<*2>","I heard a crazy rumor! They say there's a mansion
in Panses that connects to a parallel dimension.
Sounds fishy if you ask me, but... what if it's true?",1,
0x15809e,"オマエもしかして
いまパンセスむらにいるのか?
そのむらで なんかじけんが
おこってるってうわさだけど
きをつけてくれよ!
オレは オマエのことが
しんぱいでしょうがないよ
<*2>","Could it perhaps maybe
possibly be that you're
in Panses right now?
There's a rumor that
something weird's going on
there right now.
Be careful! I can't help but
worry for you...<*2>","Could it perhaps maybe possibly be that you're
in Panses right now?
There's a rumor that something weird's going on there right now.
Be careful! I can't help but worry for you...",1,
#######,Toulipa,,,,
0x1580a0,"トリパむらの はなしは
きいたよー
わるいニンゲンも
たくさんいるんだなー
オレのトモダチには
いないけどな!
オマエのことは しんようしてる
から シンパイするなよ!<*2>","I heard something about
Toulipa! Apparently,
there's a bunch of humans
that are bad news there.
Not among my friends,
though, of course!
Don't worry, I trust you
through-and-through!<*2>","I heard something about Toulipa! Apparently, there's a bunch of humans that are bad news there. Not among my friends, though, of course!
Don't worry, I trust you through-and-through!",1,These strings have been manually formatted! ☆
0x1580a2,"おう <&name>
なんで アンテナのきを
おおきくする ひつようが
あったんだろうな?
ケイタイデンワが つかえれば
それでいいとおもうんだけどな
このデンジュウカイで
なにかおきてるのか??
もしかしてデンジュウカイは
やばいことになってるのか?<*2>","Wassup, <&name>!
Who thought it was
a good idea to supersize
an Antenna Tree?
As long as people get
reception, it's big enough,
right? Is something going
down here in the Denjuu
World? Are we in trouble?<*2>","Wassup, <&name>!
Who thought it was
a good idea to supersize
an Antenna Tree?
As long as people get reception, it's big enough, right? Is something going down here in the Denjuu World? Are we in trouble?",1,
0x1580a4,"なんだかさー このさいきん
いろんなトモダチから
『サナエバグループ』の
うわさを きくんだ
しかも あんまリ いいうわさ
じゃないんだよね
なんだかイヤな よかんが
するんだけど....
だいじょうぶなのかな?
<*2>","I've been hearing a
lot of talk about this
""<bold>Sanaeba Group<normal>"" as of
late. People don't have
good things to say about
'em, either... I have a
bad feeling about this. Think
things are gonna be okay?<*2>","I've been hearing a
lot of talk about this ""<bold>Sanaeba Group<normal>"" as of
late. People don't have
good things to say about 'em, either... I have a
bad feeling about this. Think things are gonna be okay?",1,
0x1580a6,"よーう <&name>
『サナエバグループ』って
ところの ヤツらは
いいヤツばっかリだなー
オレの ほしいモノ なんでも
くれるんだぜー
こんどは なにを
もらおっかなー
ちょっと きぶんいいから
デンワしたんだー<*2>","Yo, <&name>! You know
the <bold>Sanaeba Group<normal>?
They're the nicest guys in
town! Such good people!
They give me anything I
ask for – it's amazing!
Wonder what I should ask
for next...
I just called 'cause I'm in a
good mood right now ♪<*2>","Yo, <&name>! You know the <bold>Sanaeba Group<normal>?
They're the nicest guys in town! Such good people!
They give me anything I
ask for – it's amazing!
Wonder what I should ask for next...
I just called 'cause I'm in a good mood right now ♪",1,
0x1580a8,"もしもし <&name>か?
このさいきん ケイタイの
ちょうしが わるいんだ
まちがいデンワが かかって
きたリ ケイタイが
つながらなかったリするんだ
オマエのケイタイは 
だいじょうぶか???
だいじょうぶなら
いいんだけどさー<*2>","Hey, <&name>?
My phone's been acting up
lately... I've been getting
wrong number calls and had
bad reception and stuff.
Is your phone okay?
Don't worry about it if
yours is fine, I guess.","Hey, <&name>?
My phone's been acting up lately... I've been getting wrong number calls and had bad reception and stuff.
Is your phone okay?
Don't worry about it if yours is fine, I guess.",1,
0x1580aa,"<&name>ー
ケイタイが なんだか
ヘんなんだよー
ぜんぜんしらないヒトから
デンワがかかってきたリ
するんだー
どうにかしてよ ねーねー
おねがいだよー<*2>","<&name>! My phone's
being all weird...
I keep getting calls from
complete strangers!
Do something! Anything!
Heeeeelp!<*2>","<&name>! My phone's being all weird...
I keep getting calls from complete strangers!
Do something! Anything! Heeeeelp!",1,
0x1580ac,"<&name>
このあいだ しらないヒトから
キカイを もらったんだけど
よかったのかな??
そのニンゲンが いっしょに
おいでって いったんだけど
こわくて いかなかったんだ
あれは ついていかなくて
セイカイだったのかな?
<*2>","'Sup, <&name>!
The other day,
some stranger gave me a
machine out of the blue.
Is that a good thing,
though? The guy told me
to follow him, but he gave me
the creeps, so I didn't go...
I feel like I made the right
choice, maybe. Maybe?<*2>","'Sup, <&name>!
The other day,
some stranger gave me a machine out of the blue.
Is that a good thing, though? The guy told me
to follow him, but he gave me the creeps, so I didn't go...
I feel like I made the right choice, maybe. Maybe?",1,
0x1580ae,"やっぱさー すベての
ニンゲンを しんようするって
やばいよなー
なかには わるいヤツも
ぜったいに いるもんなー
でも オマエのことは
しんようしてるから
あんしんしな<*2>","I tell ya, it's not a good idea
to trust every human
you come across. There are
good guys, sure, but I've
seen some bad humans too!
I trust you, though.<*2>","I tell ya, it's not a good idea to trust every human
you come across. There are good guys, sure, but I've seen some bad humans too!
I trust you, though.",1,
0x1580b0,"トリパむらのアンテナのきが
きょだいかしたって
ほんとうか?
ニンゲンはおそろしいな!
そんなことができちゃうなんて
いや オマエのことを
いったんじゃないんだよ!
<*2>","Is it true that humans have
somehow supersized
the Antenna Tree in Toulipa?
Man, humans are scary!
Oh, I'm not talking about
you! You're not scary.<*2>","Is it true that humans have somehow supersized
the Antenna Tree in Toulipa?
Man, humans are scary!
Oh, I'm not talking about you! You're not scary.",1,
0x1580b2,"さいきん いろんなところで
じけんが おこってるけど
いったいだれが なんのために
こんなことしてるんだろう..
なんか かなしくなってきたよ
<*2>","There's been lots of horrible
things going on lately...
Who would do all of this, and
why? I'm bummed out now...<*2>","There's been lots of horrible things going on lately...
Who would do all of this, and why? I'm bummed out now...",1,
#######,Fraoula,,,,
0x1580b4,"フラウラむらの デンジュウは
いせきを はっくつして
くらしてる むらなんだ
だから ショップとかにも
ほかでは みることが
できない アイテムが
ならぶらしいぜ!
どんなモノが ならんでるのか
ちょっとみて みたいなー
ってことで こんどオレを
よんでくれよなー
それじゃ!<*2>","Fraoula is a village where
fossils are dug up!
Because of that, apparently
the shop there sells things
you won't find anywhere else.
I'd love to go window
shopping there sometime.
Call me over and let's
check it out sometime!<*2>","Fraoula is a village where fossils are dug up!
Because of that, apparently the shop there sells things you won't find anywhere else. I'd love to go window shopping there sometime.
Call me over and let's check it out sometime!",1,These strings have been manually formatted! ☆
0x1580b6,"フラウラむらの
いえのなかには はっくつした
あなを つかって つくった
いえがあるんだ
カベとかをしらベたら なにか
でてきたリしてなー
まさか そんなことは
ないか!<*2>","Some of the houses in
Fraoula are made from
old excavation sites.
Does that mean you could
find things if you looked in
the walls of those houses?
Nah, I guess it's unlikely.<*2>","Some of the houses in Fraoula are made from
old excavation sites.
Does that mean you could find things if you looked in the walls of those houses? Nah, I guess it's unlikely.",1,
0x1580b8,"デンジュウカイにも
けっこうスゴイれきしが
あったリするんだぜー
アクマに しはいされてた
じだいとかも あったリして..
なんだか カッコよくない?
アクマに しはいされるなんて
ボクは ごめんだけどさー<*2>","The Denjuu World's got some
seriously cool history too!
They say that we had an
era of being ruled over
by the devil.
Kinda badass, right?
I can't say I believe in
stuff like that, though.<*2>","The Denjuu World's got some seriously cool history too! They say that we
had an era of being
ruled over by the devil.
Kinda badass, right?
I can't say I believe in stuff like that, though.",1,
0x1580ba,"この デンジュウカイの
どこかに アクマが
ふういんされてる ばしょが
あるんだって
そして そのふういんを
まもってる デンジュウも
どこかに いるんだってさ
どっちも みてみたいよなー
オマエは どうだ?
なぁ <&name><*2>","I heard there's a place
here in the Denjuu World
where a devil is sealed away!
I also heard there's
a Denjuu who watches
over that seal. I think
both of 'em sound cool.
How 'bout you,
<&name>?<*2>","I heard there's a place
here in the Denjuu World
where a devil is sealed away! I also heard there's
a Denjuu who watches
over that seal. I think
both of 'em sound cool.
How 'bout you, <&name>?",1,
0x1580bc,"フラウラにはさー
めずらしい アイテムが
いっぱあるらしいんだよー
でも なかなか みにいくことが
できないんだ
なぁ <&name>
オレも よんでくれよ
なんとしても このめで
みてみたいんだ
<*2>","So Fraoula Village, right?
There's lots of rare stuff
there, apparently!
I've never had the chance
to check it out, though...
Hey, <&name>,
have me over, won'tcha?
I just gotta see it!<*2>","So Fraoula Village, right? There's lots of rare stuff there, apparently!
I've never had the chance
to check it out, though...
Hey, <&name>,
have me over, won'tcha?
I just gotta see it!",1,
0x1580be,"なぁ <&name>
オレのために フラウラの
めずらしい アイテムを
かってくれよー
まさか『イヤ!』なんて
いわないよなー
オマエにかぎって そんなことは
ないはずだよな
なぁ <&name>?
たのしみに してるぜ!<*2>","Hey, <&name>! Buy me
one of those rare items
sold in Fraoula, won't you?
I'm sure you wouldn't
say no. That just
wouldn't be like you!
How 'bout it, <&name>?
I'm looking forward to it!<*2>","Hey, <&name>! Buy me one of those rare items sold in Fraoula, won't you? I'm sure you wouldn't
say no. That just
wouldn't be like you!
How 'bout it, <&name>?
I'm looking forward to it!",1,
0x1580c0,"デンジュウカイは もともと
オレたち デンジュウの
すんでるせかいだよなー
サナエバってヤツ じぶんたちの
せかいだと カンちがい
してるよなー
いっちょ ガツンと
いってやろうか!<*2>","The Denjuu World has always
been where we Denjuu live.
But suddenly that
""Sanaeba"" guy is
tromping around like
he owns the place!
I'mma give him a piece of
my mind when I see him!<*2>","The Denjuu World has always been where we Denjuu live.
But suddenly that ""Sanaeba"" guy is
tromping around like
he owns the place!
I'mma give him a piece of
my mind when I see him!",1,
0x1580c2,"サナエバグループのヒトと
なかのいい デンジュウって
さいきん いそがしくて
なかなか あえないんだ
からだ こわさないと
いいんだけど....
しんぱいだなー
<*2>","So, I know a few Denjuu
who are involved with
the Sanaeba Group...
and they've all been
crazy busy lately!
I haven't had the chance
to see them at all!
I hope they don't
push themselves too hard...<*2>","So, I know a few Denjuu
who are involved with
the Sanaeba Group...
and they've all been
crazy busy lately!
I haven't had the chance to see them at all!
I hope they don't
push themselves too hard...",1,
0x1580c4,"トモダチがさ
ペペリやまがどうの
アクマデンジュウがどうのって
デンワでいってたんだけど
いったいなんのことなの?
オレにはさっぱリわからないよ
こんど おしえてくれよな!
<*2>","A buddy of mine's been
saying this and that
about Mt. Peperi...
What's that all about?
Clue me in sometime!<*2>","A buddy of mine's been saying this and that
about Mt. Peperi...
What's that all about?
Clue me in sometime!",1,
0x1580c6,"さいきん フラウラにいる
トモダチにデンワをかけても
ぜんぜん つながらないんだよ!
もしかして オレのことが
うっとうしくなって
デンワにでなくなったのかな!
オレはどうすればいいんだー!
<*2>","When I try to call my friends
in Fraoula lately,
no one ever picks up! Do ya
think they're tired of me?
What should I dooo?!<*2>","When I try to call my friends in Fraoula lately,
no one ever picks up! Do ya think they're tired of me?
What should I dooo?!",1,
#######,Mt. Peperi,,,,
0x1580c8,"おっ..おい!
アクマデンジュウが
ふっかつ するってはなしは
ほんとうかよ?
デンジュウカイは いったい
どうなるんだ?
<&name>!
たのむから ペペリやまの
アクマを ふういんしてくれー
<*2>","H– Hello?! Is it true that
the Devil Denjuu is coming
back?! What's gonna happen
to the Denjuu World, then?!
Please! <&name>!
Put the devil of Mt. Peperi
back where it belongs!<*2>","H– Hello?! Is it true that the Devil Denjuu is coming back?! What's gonna happen to the Denjuu World, then?!
Please! <&name>!
Put the devil of Mt. Peperi
back where it belongs!",1,These strings have been manually formatted! ☆
0x1580ca,"<&name>!
いまどこ? やまの なか??
ペペリやまの ちょうじょうに
やまの ふもとの アンテナの
きにつながる ところが
あるんだって
しってれば やくにたつかと
おもって デンワしたんだ
やくに たったかな?
それじゃ また デンワするよ
やばくなったら
デンワしてくれよ!<*2>","<&name>! Where are
you? Inside the mountain?
I heard the summit of Mt.
Peperi somehow connects
to the Antenna Tree at the
base of the mountain.
I thought you might have
some use for this info,
so I called to tell you!
Anyway, I'll call you later.
Call to let me know if the
intel helped!<*2>","<&name>! Where are you? Inside the mountain?
I heard the summit of Mt. Peperi somehow connects
to the Antenna Tree at the base of the mountain.
I thought you might have some use for this info,
so I called to tell you!
Anyway, I'll call you later. Call to let me know if the intel helped!",1,
0x1580cc,"<&name>!
ついに サナエバグループが
ほんしょうを あらわして
きたみたいだぜ!
こんかいの このさわぎは
ヤツらのしわざだ!
やまのなかに たくさんの
おかしな Tファンガーが
はいっていってるらしいから
きをつけていけよな!<*2>","<&name>! It looks like
the Sanaeba Group
have finally shown
their true colors!
This latest hullabaloo
is all their doing!
The mountain is jam-packed
with fishy T-Fangers.
Don't let your guard down.<*2>","<&name>! It looks like the Sanaeba Group
have finally shown
their true colors!
This latest hullabaloo
is all their doing!
The mountain is jam-packed with fishy T-Fangers. Don't let your guard down.",1,
0x1580ce,"<&name>
オレ ニンゲンフシンに
なっちゃいそうだよ
あのサナエバってヤツ
オレたちの すむせかいで
なにしようとしてるんだよ
オマエは そんなこと
しないよな?な?な?<*2>","Help me, <&name>... I'm
losing my trust in humans!
What do the Sanaeba Group
think they're doing?!
We live in this world!
You would never do
that sort of thing to us,
would you? Would you?!<*2>","Help me, <&name>... I'm losing my trust in humans!
What do the Sanaeba Group think they're doing?!
We live in this world!
You would never do
that sort of thing to us, would you? Would you?!",1,
0x1580d0,"ペペリやまって いったか?
そのやまには かなリつよい
デンジュウたちが いるって
いうはなしだから
はいるときは じゅんびを
ばんたんに してからのほうが
いいとおもうぞ!
<*2>","Have you been to Mt. Peperi?
They say that the Denjuu
who live there are no joke.
I think you should
make sure you're prepared
before you go in there!<*2>","Have you been to Mt. Peperi? They say that the Denjuu who live there are no joke.
I think you should
make sure you're prepared before you go in there!",1,
0x1580d2,"まえにいちどだけ
ペペリやまのちょうじょうまで
いったことがあるんだ!
え?うそだって?ばれた?
ごめん..たいヘんなときに
こんなうそついて..<*2>","It was only one time, but
I've been to the summit
of Mt. Peperi, you know!
Huh? You don't believe me?
Was it that obvious? I'm
sorry, I shouldn't tell lies
in tough times like these...<*2>","It was only one time, but I've been to the summit
of Mt. Peperi, you know!
Huh? You don't believe me? Was it that obvious? I'm sorry, I shouldn't tell lies in tough times like these...",1,
0x1580d4,"オレはいったことないんだけど
ペペリやまには いろんな
しかけがあるらしいんだ!
どんなのか わからないってのが
くやしいんだけどさー!
<*2>","I've never been myself,
but I hear Mt. Peperi is
full of traps! If only I knew
what kind of traps, huh?<*2>","I've never been myself,
but I hear Mt. Peperi is
full of traps! If only I knew what kind of traps, huh?",1,
0x1580d6,"ねーねー もしもだよ!
もしも アクマデンジュウが
ふっかつしたら どうなるの?
みんな しはいされることに
なっちゃうのかな!
どうしたらいいんだろう!
なにをしたらいいんだろう!
<*2>","Hey, so, 100% hypothetically,
right? Hypothetically, if
the Devil Denjuu comes back,
what's gonna happen?
Do you think it's gonna
take over the world?
What should we do?!
What CAN we do?!<*2>","Hey, so, I'm not saying this is gonna happen, but if –  IF the Devil Denjuu came back, what would happen?
Do you think it's gonna
take over the world?
What should we do?!
What CAN we do?!",1,
0x1580d8,"ペペリやまには
アクマデンジュウがふっかつ
しないように みはってる
デンジュウがいるって
きいたことがあるんだ!
ペペリやまにいったら
であうかもしれないよ!
<*2>","I heard that there are
some brave Denjuu
who stand guard at Mt.
Peperi to make sure
the Devil Denjuu never comes
back. If you go there,
you might run into them!<*2>","I heard that there are some brave Denjuu
who stand guard at Mt. Peperi to make sure
the Devil Denjuu never comes back. If you go there,
you might run into them!",1,
0x1580da,"フラウラむらよリもさきは
オレたちでさえ なかなか
いかないばしょなんだぜ!
それなのに サナエバは
ドンドンにんげんたちを
おくリこんでるなんて
なにをかんがえてるんだ!
<*2>","Even we Denjuu stay away
from the outskirts
past Fraoula Village.
Despite that,
that Sanaeba is sending
humans there in droves!
What's he thinking?<*2>","Even we Denjuu stay away from the outskirts
past Fraoula Village.
Despite that,
that Sanaeba is sending humans there in droves! What's he thinking?",1,
#######,Sanaeba's Lab,,,,
0x1580dc,"なぁ <&name>
オレのトモダチが どこに
いったか しらないか??
ぜんぜん デンワが
つながらないんだよ
オレのトモダチ れいの
『サナエバグループ』のヤツに
デンワバンゴウを
おしえてたんだ
ひょっとしたら ヤツらに
つれていかれたのかも...
あいつ いったい..
どこにいったんだよー!
<*2>",/0x1580dc/<*2>,,0,
0x1580de,"『サナエバグループ』の
ヤツら デンジュウを
たくさんあつめてるらしいぜ
しかも ヤツらとなかよくなった
デンジュウたちのほとんどと
れんらくが とれなくなって
いるんだ!
ケイタイの つながらない
ところにいるのかな??
なんだか シンパイだよー<*2>",/0x1580de/<*2>,,0,
0x1580e0,"なぁ イオンとうにある
ほこらのはなし きいたか?
イオンとうの ちかに
けんきゅうじょなんか
いつ つくったんだろうなー
しんじられないよ!
もとの デンジュウカイを
かえしてくれって
カンジだよなー
<*2>",/0x1580e0/<*2>,,0,
0x1580e2,"『サナエバグループ』の
ニンゲンと トモダチのヤツに
きいたんだけど
あそこの しゃちょうのヘやに
はいるには カギがひつよう
なんだってさ
いったい どんなひみつを
かくしてるんだろなー<*2>",/0x1580e2/<*2>,,0,
0x1580e4,"イオンとうのほこらは
もともとは オレたちの
モノだったっていうのに
なんで サナエバなんかに
とられなきゃいけないんだ!
<*2>",/0x1580e4/<*2>,,0,
0x1580e6,"まったく イオンとうは
ひさんだよな!
デンワガイシャのあらそいが
おわったとおもったら
また じけんだもんな!
いやになってくるよ<*2>",/0x1580e6/<*2>,,0,
0x1580e8,"ほこらのなかには
サナエバのてしたたちが
うようよいるってはなしだけど
そいつらつよいのかな
オレがたおしてやろうか?
<*2>",/0x1580e8/<*2>,,0,
0x1580ea,"サナエバのてしたたちは
かなリのきょうてきだって
はなしを きいたんだけどー
どうなんだろう?
ホントかなー?
どうなんだろうなー?<*2>",/0x1580ea/<*2>,,0,
0x1580ec,"テレファングで
いちばんたいせつなことは
あきらめちゃいけないってこと
どんな じょうきょうでも
いっぱつぎゃくてんが
おこるかもしれない!
ぜったい あきらめるなよ!
<*2>",/0x1580ec/<*2>,,0,
0x1580ee,"テレファングのときに
やくわリをぶんたんするのも
ひとつのてだよな!
こうげきするヤツと
まもるヤツってぐあいにな!
<*2>",/0x1580ee/<*2>,,0,
#######,Ixos Forest and Cactos Ruins,,,,
0x1580f0,"『カクトスいせき』って
はなしは きいたことが
あるんだけど どんなところか
しらないんだよー
なんでも かぎられた
デンジュウしか でいリできない
らしいんだー
<*2>",/0x1580f0/<*2>,,0,
0x1580f2,"『カクトスいせき』のなかでは
すっげー デンジュウが
ねむってるらしいなー
どんなヤツなんだろうなー
きっと さいこうにカッコいい
デンジュウがいるんだろうなー
みてみたいよなー
<*2>",/0x1580f2/<*2>,,0,
0x1580f4,"<&name>
いまどこにいるんだ??
まよいのもリにいるんだとしたら
はなしに きいただけなんだけど
もリの まんなかにある
いけのところが くせものだって
いってたぜ
ま...ウソだとは
おもうけどなー
それじゃ がんばれよー<*2>",/0x1580f4/<*2>,,0,
0x1580f6,"まよいのもリに たくさんの
Tファンガーが いるらしいぜ
きっと サナエバのれんちゅうが
なにかやってるんだろうけどな!
<&name>
オレを よんでくれよ
そうすれば ヤツらを
テレファングで おいかえして
やるぜ!
<*2>",/0x1580f6/<*2>,,0,
0x1580f8,"よう <&name>
サナエバってヤツ あいつも
Tファンガーらしいぜ
しかもけっこう つよいって
はなしなんだよ
いつか テレファング
しなくちゃいけないときが
くるかもしれない
そのときのために トモダチを
しっかリ きたえておけよ!<*2>",/0x1580f8/<*2>,,0,
0x1580fa,"サナエバのそばに
いるデンジュウさー
みたこともなければ
きいたこともない
デンジュウなんだって!
いかも サナエバとくんで
テレファングをする
ことはないんだって
そいつは なんで サナエバの
そばにいるんだろうなー?
トモダチじゃないのかな?
<*2>",/0x1580fa/<*2>,,0,
0x1580fc,"デンジュウカイには まだ
だれも いったことがない
いせきが あるらしいんだ
『カクトスいせき』も
そのひとつなんだけど...
ひょっとしたら めずらしい
おたからぐらいあるかもな!
もしいくことがあったら オレも
つれてってくれよなー
<*2>",/0x1580fc/<*2>,,0,
0x1580fe,"おーい <&name>
いいこときいたから
おしえてあげるー
『まよいのもリでまよったら
 チカラのヤツは
 にし みなみ きた
 はやいヤツは
 みなみ にし きた の
 じゅんにまわるベし』
オレには よくわからないけど
オマエには わかるかもしれない
それじゃ がんばってくれよー<*2>",/0x1580fe/<*2>,,0,
0x158100,"<&name>
ヒトをさがしをしてる
さいちゅうなんだって?
うーんそうだなー
もし オレだったとしたら
だれもいなさそうなところヘ
いくだろうなー
さんこうになったかな??
だれだって ひとリになリたい
っておもうことはあるよな!
それじゃあな!
<*2>",/0x158100/<*2>,,0,
0x158102,"あの カイっていう
ニンゲンいるじゃないか
あいつも サナエバなみに
よくわかんないヤツだよなー
やってることも あんまリ
ほめられた もんじゃないし
でも オレには
わるいヤツとも おもえないんだ
なんであんなことするんだろう?
わかれば くろうは
しないんだけどねー
<*2>",/0x158102/<*2>,,0,
#######,Myces Lake and Burion Ruins,,,,
0x158104,"ブリオンいせきのまえに
ミケスこっていうのが
あるらしいんだけどさ
なんか どくどくしい
いろをした みずうみ
らしくて なんかみただけで
きもちわるくなリそうだよな!
<*2>",/0x158104/<*2>,,0,
0x158106,"サナエバは あヤツられてたって
ほんとうなのか?
みんなにせめられたくなくて
そんな うそついてるんじゃ
ないよな?そうだったら
ぜったい ゆるしてやらないぞ
オマエだってそうだろ?
<*2>",/0x158106/<*2>,,0,
0x158108,"ブリオンいせきに
はいったヤツは にどと
でてこられないって
いわれてるんだ!
なんでかっていうと
なかには めいろのような
みちがつづいていて
どこからきたのか
おもいだせなくなるんだって!
オマエだいじょうぶなのか?<*2>",/0x158108/<*2>,,0,
0x15810a,"オマエ まいごになってたリ
しないだろうなー
もし まいごになったときは
よけいなところには
いかないようにすること!
これがてっそくだぜ!
え?それでも まいごになった?
そういうときは おもいっきリ
なく!これっきゃない!
<*2>",/0x15810a/<*2>,,0,
0x15810c,"いのちのきって
どんなきなんだろう?
デンジュウはみんな
いのちのきから うまれたって
ことだけど オレたちは
そのきのことを
なにもおぼえていないんだよな
どこにあるか どんなきなのか
すごくしリたいんだ!
<*2>",/0x15810c/<*2>,,0,
0x15810e,"サナエバをあやつっていた
デンジュウは いのちのきを
つかって なにかをしようと
たくらんでるんだろ?
いったい なにをしようって
いうんだろう?
いのちのきのことを
オレはなにもおぼえてないけど
いのちのきのことが むしょうに
きになるんだ!
わかってもらえるかな?
<*2>",/0x15810e/<*2>,,0,
0x158110,"オマエもずいぶんながいこと
デンジュウカイを
たびしてきたんだよな..
きっとたくさんトモダチが
できたんじゃないか?
オレもずいぶんトモダチが
ふえたんだぜ!
やっぱリなにがあっても
トモダチはだいじにしないとな!
<*2>",/0x158110/<*2>,,0,
0x158112,"まさかとはおもうけど
トモダチが ぜんぜん
ふえてないってことは
ないだろうな!
つよいてきがいるばしょほど
トモダチのおおさが
じゅうようになってくること
くらい オマエだったら
ちゃんと わかってるよな!
<*2>",/0x158112/<*2>,,0,
0x158114,"<&name>
オマエって やっぱリ
すごいヤツだったんだな!
ブリオンいせきのところに
いるんだろ?
ふつうのTファンガーは
そこまでいけないぜ!
オマエとトモダチになれて
オレはほんとうにうれしいよ!
がんばってくれよな!
おうえんしてるからな!
<*2>",/0x158114/<*2>,,0,
0x158116,"いま <&name>は
デンジュウカイをさわがせた
ちょうほんにんのところに
いこうとしてるのか?
もしそうだとするなら
ひとこといわせてくれ!
オレは オマエをしんじてるぜ!
オマエなら ぜったいに
まけやしないって
オレには わかるんだ!
まけるなよ <&name>
<*2>",/0x158116/<*2>,,0,
#######,End of game?,,,,
0x158118,"オレのトモダチが サイキョウの
『Tファンガー』だなんてな
トモダチのデンジュウに
じまんしちゃおーっと<*2>",/0x158118/<*2>,,0,
0x15811a,"デンジュウカイにいる
デンジュウぜんぶに あおうと
おもったら ひとリじゃ
ムリなんだってさー<*2>",/0x15811a/<*2>,,0,
0x15811c,"『ずかん』はもううまったかい?
がんばって うめてくれよな!<*2>",/0x15811c/<*2>,,0,
0x15811e,"『いのちの き』って けっきょくどこにあるんだろうな?
もう わすれちゃって
いいのかな?<*2>",/0x15811e/<*2>,,0,
0x158120,"やっぱリ ヘいわがいちばんだな
オマエのおかげだよ
あリがとう
<*2>",/0x158120/<*2>,,0,
0x158122,"サイキョウのTファンガーか..
いいひびきだなー
いまのオマエ ちょっと
カッコいいぜ!<*2>",/0x158122/<*2>,,0,
0x158124,"ブリオンで たたかった
デンジュウって トモダチは
いなかったのかなー?
さびしいヤツだったんだろうなー<*2>",/0x158124/<*2>,,0,
0x158126,"このせかいには いろんな
ヤツがいるんだ
サイキョウのTファンガーなら
ぜんぶトモダチにするぐらい
カンタンだよな!
<*2>",/0x158126/<*2>,,0,
0x158128,"ちょくせつ デンワバンゴウを
いれないと トモダチに
なってくれない デンジュウも
いるんだってさ<*2>",/0x158128/<*2>,,0,
0x15812a,あーカラダがいたい!<*2>,"Ow, I'm sore all over!","Ow, I'm sore all over!",1,
